id,from,to,open,close,min,max,volume,time,hour,rsi,adx,atr,sma_20,sma_50,dist_sma_20,dist_sma_50,bb_upper,bb_lower,bb_width,bb_pos,body_size_pct,upper_shadow_pct,lower_shadow_pct,atr_pct,macd,macd_signal,macd_hist,stoch_k,stoch_d,cci,pattern_engulfing,pattern_pinbar,pattern_marubozu,pattern_3soldiers,pattern_star,pattern_tweezer,pattern_piercing,pattern_inside,return_lag_1,rsi_lag_1,return_lag_2,rsi_lag_2,return_lag_3,rsi_lag_3,signal,outcome,asset
4262501,1766730120,1766730180,1.168355,1.169135,1.168315,1.169345,0,2025-12-26 06:22:00,6,27.979274611401735,22.727082153276665,0.000708571428571471,1.1704655000000002,1.1706736,-0.113802084447059,-0.13160156868111428,1.1726949722056557,1.1682360277943447,0.003813883265243967,0.20161099191435455,0.06671599088214816,0.017961997545197388,0.003421332865754597,0.06060646790759587,-0.0004955426998367596,-0.00022548892509171334,-0.00027005377474504625,27.85515320334587,16.398367858518817,-111.38480305909579,1,0,0,0,0,0,1,0,0.0650476088584595,17.75147928994484,0.032513229889929995,23.279352226725408,0.05391504529292934,17.612524461843407,CALL,1,EURUSD-OTC
4262503,1766730240,1766730300,1.169635,1.169425,1.168965,1.169725,0,2025-12-26 06:24:00,6,36.34782608695783,20.67943638628311,0.0007185714285714573,1.1703315,1.1706124,-0.07751672830665869,-0.10153708018898697,1.1726124441720023,1.1680505558279979,0.003900967008576347,0.3012884289043287,0.01795754323706467,0.007696089958733863,0.03933557090022062,0.06144655951185046,-0.0004419784433222773,-0.00030637256884179665,-0.00013560587448048066,37.4999999999992,36.02923711429365,-66.43787990938789,0,1,0,0,0,-1,0,0,-0.01538981109007187,35.42372881356148,0.024804663276678518,27.979274611401735,0.0898684069754907,17.75147928994484,CALL,1,EURUSD-OTC
4262511,1766730720,1766730780,1.171715,1.172125,1.171415,1.172215,0,2025-12-26 06:32:00,6,75.4621848739479,24.3168585257708,0.0007328571428571225,1.1703205,1.1705422,0.15395115708648707,0.1350367921510074,1.1726931642808194,1.1679478357191808,0.004048483362814172,0.8802687161828248,0.03497920443638873,0.007678361949444255,0.025594539831499796,0.06252380444552606,0.0003613502698036619,6.25767320582279e-05,0.000298773537745434,93.22429906542295,89.56386292834986,98.73512355782084,1,0,0,0,0,1,1,0,0.033283976325715336,65.81059390048074,0.006825676488531052,62.31003039513554,0.030722883854705785,58.23170731707251,CALL,0,EURUSD-OTC
4262516,1766731020,1766731080,1.171695,1.171585,1.171305,1.171845,0,2025-12-26 06:37:00,6,68.26568265682599,28.298761900483356,0.0006757142857142558,1.1706020000000001,1.170663,0.0839034299687992,0.07869680817013612,1.1732477680210205,1.1679562319789798,0.00451656178769845,0.6857683652138293,0.009388990128742895,0.012803168357404242,0.02389924760047781,0.05767522507664879,0.0004008666925392479,0.00028818574824232627,0.00011268094429692162,75.9420289855102,82.3365146694968,51.371935315603864,0,1,0,0,0,0,0,0,-0.013654848111144258,72.77486910994584,-0.037541861308421076,79.38808373590872,0.02134316826527538,71.86440677965953,CALL,1,EURUSD-OTC
4262517,1766731080,1766731140,1.171615,1.171625,1.171225,1.171715,0,2025-12-26 06:38:00,6,70.83333333333246,28.28259549593924,0.0006564285714285578,1.1707284999999998,1.1706714,0.07651765710018801,0.08139123012908464,1.1733120860431008,1.168144913956899,0.004410261035913263,0.6734991568006881,0.0008535154166088525,0.007681638749612335,0.0332871012482759,0.05602719056255695,0.0003889735023605567,0.0003083432990659724,8.063020329458434e-05,74.4336569579269,76.98513202945529,44.204123596036176,0,1,0,0,0,1,0,0,0.0034141782286223332,68.26568265682599,-0.010241136083377622,72.77486910994584,-0.03412896482585248,79.38808373590872,CALL,0,EURUSD-OTC
4262518,1766731140,1766731200,1.171645,1.171095,1.171065,1.171725,0,2025-12-26 06:39:00,6,59.251968503936475,27.874381881057126,0.0006292857142856814,1.170858,1.1706714,0.020237470060075632,0.03617127560103736,1.1732226884739743,1.1684933115260256,0.004038422969911592,0.550112309212917,0.046964592966416085,0.006831213522375039,0.0025617050708930094,0.053734813510917676,0.00033294352712243125,0.0003132633446772642,1.9680182445167048e-05,44.99999999999954,65.12522864781221,27.57290913473092,-1,0,0,0,0,-1,-1,0,-0.04523631708096554,70.83333333333246,-0.041823683300834524,68.26568265682599,-0.055472820451551996,72.77486910994584,PUT,0,EURUSD-OTC
4262521,1766731320,1766731380,1.171985,1.171925,1.171725,1.172155,0,2025-12-26 06:42:00,6,56.920077972711795,27.255960377851714,0.0006542857142856866,1.1713205,1.1707288,0.051581799176578604,0.10207137828786753,1.1728943852362355,1.1697466147637645,0.0026859828679061757,0.6920406857128935,0.005119781555982591,0.014506047741963306,0.017065938519973546,0.05582999887242669,0.0003560349912861138,0.0003282602247624422,2.7774766523671625e-05,68.18181818182343,65.24462502115944,45.88927056194539,0,1,0,0,0,-1,0,0,-0.011944730027757533,60.42065009560081,0.03414353086790278,57.31958762886583,0.07087384029478283,59.251968503936475,CALL,0,EURUSD-OTC
4262522,1766731380,1766731440,1.171905,1.171175,1.170985,1.172025,0,2025-12-26 06:43:00,6,44.465290806755284,25.78705462682411,0.0006685714285714152,1.1713989999999999,1.1707614,-0.019126091318528823,0.03531496147032894,1.1727540125266454,1.1700439874733544,0.002313936903785504,0.4173439375670126,0.06233056545775801,0.01024612034923218,0.01622302388627955,0.057085527659949634,0.0002980540484858185,0.0003222189895071175,-2.416494102129899e-05,19.480519480518918,54.97835497835434,3.682535257084293,0,0,0,0,-1,0,0,0,-0.06399726944984474,56.920077972711795,-0.07593435517653235,60.42065009560081,-0.02987558950938718,57.31958762886583,PUT,1,EURUSD-OTC
4262523,1766731440,1766731500,1.171145,1.171025,1.170705,1.171345,0,2025-12-26 06:44:00,6,40.19230769230725,23.976657240500042,0.0006678571428571248,1.171479,1.1707896,-0.03876945411071108,0.020102047351678805,1.1724880620970914,1.1704699379029084,0.0017233826726013647,0.2750386218506513,0.010247432804604514,0.017079054674321897,0.027326487478907445,0.0570318432874725,0.00023726494459963554,0.0003052281805256211,-6.796323592598555e-05,20.253164556955266,35.971834073099195,-28.751801481928315,0,1,0,-1,0,0,0,0,-0.012807650436530427,44.465290806755284,-0.07679672333981147,56.920077972711795,-0.08873228020629398,60.42065009560081,CALL,1,EURUSD-OTC
4262527,1766731680,1766731740,1.171115,1.171105,1.170845,1.171245,0,2025-12-26 06:48:00,6,47.42729306487735,19.17841205417735,0.0006528571428571535,1.171567,1.170926,-0.039449921228238496,0.015284709739959377,1.172291128514326,1.170842871485674,0.0012366585649041149,0.18099585166179422,0.0008538943988663242,0.011100627185451819,0.022201254370884677,0.055747105755432125,0.00012222893326185869,0.00022009309673493412,-9.786416347307543e-05,28.289473684217057,34.80167810832081,-36.83347058111049,0,1,0,0,0,0,0,0,0.0,44.53781512605156,-0.029023983200238135,43.08943089430854,-0.013660444049801157,45.41910331384032,CALL,1,EURUSD-OTC
4262528,1766731740,1766731800,1.171085,1.172175,1.170815,1.172235,0,2025-12-26 06:49:00,6,51.54639175257613,19.398303686686592,0.0006992857142857277,1.1715875,1.1709578,0.0501205024846941,0.10384114999892666,1.1723570213823484,1.1708179786176516,0.0013129803695667045,0.881730783235048,0.09298952801416473,0.0051186896154540905,0.023034103269562352,0.05965710873254657,0.0001808341507347766,0.00021224130753490263,-3.140715680012603e-05,96.15384615384944,50.91093117409451,15.222137806882742,1,0,0,0,0,1,1,0,0.09136670068012887,47.42729306487735,0.09136670068012887,44.53781512605156,0.062316199224032864,43.08943089430854,CALL,1,EURUSD-OTC
4262529,1766731800,1766731860,1.172145,1.172255,1.171745,1.172255,0,2025-12-26 06:50:00,6,55.48387096774252,19.628489713005294,0.000696428571428582,1.171598,1.1709922,0.05604582620676642,0.10772400203028515,1.1723988968656889,1.170797103134311,0.00136642089935886,0.9101651711640516,0.00938362387023766,0.0,0.03412226861902538,0.059409306970631987,0.00023107089774931922,0.00021600722557778596,1.5063672171533252e-05,100.0,74.81443994602215,47.26704763607759,0,1,0,0,0,-1,0,0,0.006824919487291581,51.54639175257613,0.0981978558711738,47.42729306487735,0.0981978558711738,44.53781512605156,CALL,1,EURUSD-OTC
